n,q,t,beta,seed,model,alpha,plateau,fitted_plateau,fitted_slope_len,delta,true_k,model_k,true_cost,model_cost,cost_error,bound_holds,true_d,model_d,seconds
200,31,150,40,1,GSA,0.7499999999999964,89,-1,-1,16.733114527738294,81,93,124.00339300755894,113.24246224410842,10.760930763450517,True,29,18,77.72
200,31,150,40,1,TGSA,0.7499999999999964,89,-1,-1,48.9863670556541,81,98,124.00339300755894,150.96988694090152,26.966493933342576,True,29,11,77.72
200,31,150,40,1,ZGSA,0.7499999999999964,89,88,112,0.4187536367123421,81,80,124.00339300755894,123.8683577737548,0.13503523380414606,True,29,29,77.72
200,31,150,40,2,GSA,0.750000000000005,86,-1,-1,16.458032860823728,77,93,123.90468441497399,112.85605094285943,11.04863347211456,True,29,18,76.027
200,31,150,40,2,TGSA,0.750000000000005,86,-1,-1,48.98636705565614,77,98,123.90468441497399,150.96988694090157,27.06520252592759,True,29,11,76.027
200,31,150,40,2,ZGSA,0.750000000000005,86,88,112,0.8738172933468107,77,80,123.90468441497399,123.86835777375163,0.03632664122235951,True,29,29,76.027
256,1031,128,40,7,GSA,0.5000000527439175,10,-1,-1,4.256790181484455,126,124,306.2212771262276,302.72830488131245,3.4929722449151654,True,10,9,404.673
256,1031,128,40,7,TGSA,0.5000000527439175,10,-1,-1,66.29219735766057,126,125,306.2212771262276,240.22488274089994,65.99639438532768,True,10,11,404.673
256,1031,128,40,7,ZGSA,0.5000000527439175,10,23,211,3.74922988183841,126,124,306.2212771262276,304.37419560918096,1.8470815170466608,True,10,10,404.673
256,1031,128,40,8,GSA,0.5000000535562551,10,-1,-1,3.999911691311631,127,124,303.97550845051063,300.96526395253966,3.010244497970973,True,10,9,392.622
256,1031,128,40,8,TGSA,0.5000000535562551,10,-1,-1,63.89158031436591,127,125,303.97550845051063,240.2248827409005,63.75062570961012,True,10,11,392.622
256,1031,128,40,8,ZGSA,0.5000000535562551,10,23,211,3.5193223250795853,127,124,303.97550845051063,304.3741951854767,0.398686734966077,True,10,10,392.622
200,31,150,40,7,GSA,0.7499999999999873,85,-1,-1,16.389106223501443,81,93,123.51302592239574,112.7592286715836,10.753797250812141,True,29,18,77.728
200,31,150,40,7,TGSA,0.7499999999999873,85,-1,-1,48.98636705565216,81,98,123.51302592239574,150.96988694090138,27.456861018505634,True,29,11,77.728
200,31,150,40,7,ZGSA,0.7499999999999873,85,87,113,0.5246703909919859,81,80,123.51302592239574,123.2400082619916,0.2730176604041361,True,29,29,77.728
200,31,150,40,8,GSA,0.7500000000000009,85,-1,-1,16.427907973684192,78,93,123.27949135831403,112.81373406589917,10.465757292414864,True,29,18,75.682
200,31,150,40,8,TGSA,0.7500000000000009,85,-1,-1,48.98636705565523,78,98,123.27949135831403,150.96988694090157,27.69039558258754,True,29,11,75.682
200,31,150,40,8,ZGSA,0.7500000000000009,85,88,108,0.6295112183806566,78,80,123.27949135831403,123.84568229279661,0.5661909344825773,True,29,29,75.682
200,31,100,40,1,GSA,0.49999999999884054,17,-1,-1,9.66386069735869,94,95,167.81111400181578,158.61656940494214,9.19454459687364,True,15,11,144.418
200,31,100,40,1,TGSA,0.49999999999884054,17,-1,-1,19.10397353875409,94,98,167.81111400181578,150.9698869409015,16.841227060914292,True,15,11,144.418
200,31,100,40,1,ZGSA,0.49999999999884054,17,44,112,18.925379781596163,94,96,167.81111400181578,156.65856192529793,11.15255207651785,True,15,15,144.418
200,31,150,40,9,GSA,0.7500000000000016,87,-1,-1,16.503843731060435,80,93,124.05248624886187,112.92040215088112,11.132084097980751,True,29,18,76.467
200,31,150,40,9,TGSA,0.7500000000000016,87,-1,-1,48.98636705565499,80,98,124.05248624886187,150.96988694090078,26.91740069203891,True,29,11,76.467
200,31,150,40,9,ZGSA,0.7500000000000016,87,88,111,0.5228073102168906,80,80,124.05248624886187,123.86609345118806,0.186392797673804,True,29,29,76.467
256,1031,128,40,9,GSA,0.5000002562399029,11,-1,-1,4.209548357463298,124,124,304.2148090904282,300.9136875734391,3.301121516989099,True,10,9,403.225
256,1031,128,40,9,TGSA,0.5000002562399029,11,-1,-1,64.0056197726322,124,125,304.2148090904282,240.2248827408992,63.989926349529014,True,10,11,403.225
256,1031,128,40,9,ZGSA,0.5000002562399029,11,23,211,3.311360493201569,124,124,304.2148090904282,304.37408946811695,0.15928037768873082,True,10,10,403.225
200,31,100,40,0,GSA,0.5000000000200047,21,-1,-1,10.061931156660783,93,95,166.0562360991283,156.42276638299947,9.633469716128843,True,15,11,154.057
200,31,100,40,0,TGSA,0.5000000000200047,21,-1,-1,17.686446113425703,93,98,166.0562360991283,150.96988694090174,15.086349158226568,True,15,11,154.057
200,31,100,40,0,ZGSA,0.5000000000200047,21,48,105,17.515736894234443,93,96,166.0562360991283,160.29170573843408,5.764530360694238,True,15,15,154.057
200,31,100,40,6,GSA,0.49999999994690847,18,-1,-1,9.830604805257884,94,95,167.66740289631394,158.07787271973052,9.589530176583423,True,15,11,149.123
200,31,100,40,6,TGSA,0.49999999994690847,18,-1,-1,18.772774792367898,94,98,167.66740289631394,150.9698869409014,16.69751595541254,True,15,11,149.123
200,31,100,40,6,ZGSA,0.49999999994690847,18,45,110,19.159030751630674,94,96,167.66740289631394,157.5072406909405,10.160162205373439,True,15,15,149.123
200,31,100,40,8,GSA,0.4999999999771667,20,-1,-1,10.081646483713804,95,95,166.77706406349057,157.12510862626806,9.651955437222512,True,15,11,148.877
200,31,100,40,8,TGSA,0.4999999999771667,20,-1,-1,18.444467813940634,95,98,166.77706406349057,150.9698869409011,15.80717712258948,True,15,11,148.877
200,31,100,40,8,ZGSA,0.4999999999771667,20,76,48,18.91144221390188,95,98,166.77706406349057,183.8137965833235,17.036732519832924,True,15,15,148.877
200,31,100,40,2,GSA,0.49999999999903894,20,-1,-1,10.065124396187855,93,95,166.79158824423516,157.07932867125294,9.71225957298222,True,15,11,176.07
200,31,100,40,2,TGSA,0.49999999999903894,20,-1,-1,18.296022310325938,93,98,166.79158824423516,150.96988694090146,15.821701303333697,True,15,11,176.07
200,31,100,40,2,ZGSA,0.49999999999903894,20,45,110,18.365916373014088,93,96,166.79158824423516,157.50724067805535,9.284347566179804,True,15,15,176.07
200,31,100,40,9,GSA,0.49999999994820477,18,-1,-1,10.125431475143312,94,95,168.75026842545145,158.97558213099694,9.774686294454511,True,15,11,168.091
200,31,100,40,9,TGSA,0.49999999994820477,18,-1,-1,20.092394280727163,94,98,168.75026842545145,150.96988694090157,17.780381484549878,True,15,11,168.091
200,31,100,40,9,ZGSA,0.49999999994820477,18,45,110,20.117221708161132,94,96,168.75026842545145,157.50724069062022,11.24302773483123,True,15,15,168.091
200,31,100,40,3,GSA,0.500000000002018,20,-1,-1,9.907862844183327,93,95,166.19600033550222,156.64358312033997,9.55241721516225,True,15,11,188.938
200,31,100,40,3,TGSA,0.500000000002018,20,-1,-1,18.15296068574169,93,98,166.19600033550222,150.96988694090138,15.226113394600844,True,15,11,188.938
200,31,100,40,3,ZGSA,0.500000000002018,20,47,107,17.726307394244706,93,96,166.19600033550222,159.43802294261582,6.757977392886403,True,15,15,188.938
200,31,100,40,5,GSA,0.5000000001511944,17,-1,-1,9.827496478260613,95,95,168.77403820671316,159.141245337368,9.632792869345167,True,15,11,189.175
200,31,100,40,5,TGSA,0.5000000001511944,17,-1,-1,19.55801071660572,95,98,168.77403820671316,150.96988694090112,17.804151265812038,True,15,11,189.175
200,31,100,40,5,ZGSA,0.5000000001511944,17,68,65,18.27005846560263,95,98,168.77403820671316,177.3657068970377,8.591668690324553,True,15,15,189.175
200,31,100,40,4,GSA,0.49999999998361433,18,-1,-1,9.855897943405964,93,95,167.64744955194013,158.15488707577293,9.492562476167194,True,15,11,189.418
200,31,100,40,4,TGSA,0.49999999998361433,18,-1,-1,18.62462477156366,93,98,167.64744955194013,150.96988694090115,16.67756261103898,True,15,11,189.418
200,31,100,40,4,ZGSA,0.49999999998361433,18,73,54,18.760340791673315,93,98,167.64744955194013,181.27484805394158,13.627398502001455,True,15,15,189.418
200,31,100,40,7,GSA,0.49999999999689676,19,-1,-1,9.97193301767382,93,95,166.87132899987463,157.58897064610338,9.282358353771258,True,15,11,180.831
200,31,100,40,7,TGSA,0.49999999999689676,19,-1,-1,18.870480092987407,93,98,166.87132899987463,150.9698869409008,15.901442058973828,True,15,11,180.831
200,31,100,40,7,ZGSA,0.49999999999689676,19,63,74,18.64666518261444,93,98,166.87132899987463,172.78389616760305,5.912567167728412,True,15,15,180.831
200,127,150,40,2,GSA,0.7500000000000018,66,-1,-1,14.213150960345303,87,94,142.4936917091535,131.64680749175193,10.846884217401566,True,21,14,81.356
200,127,150,40,2,TGSA,0.7500000000000018,66,-1,-1,29.37462252643531,87,98,142.4936917091535,150.96988694090098,8.476195231747482,True,21,11,81.356
200,127,150,40,2,ZGSA,0.7500000000000018,66,67,133,0.3189296377893811,87,86,142.4936917091535,142.27408187285363,0.21960983629986686,True,21,21,81.356
200,127,150,40,0,GSA,0.7500000000000083,65,-1,-1,14.3140548754277,87,94,142.8537768114852,131.8101289037209,11.043647907764296,True,21,14,91.558
200,127,150,40,0,TGSA,0.7500000000000083,65,-1,-1,29.374622526436987,87,98,142.8537768114852,150.96988694090115,8.116110129415944,True,21,11,91.558
200,127,150,40,0,ZGSA,0.7500000000000083,65,67,133,0.7876801769901007,87,86,142.8537768114852,142.27408187285084,0.5796949386343613,True,21,21,91.558
200,127,150,40,6,GSA,0.7499999999999942,66,-1,-1,14.026566970769643,88,94,141.96516237744933,131.344805726738,10.62035665071133,True,21,14,89.789
200,127,150,40,6,TGSA,0.7499999999999942,66,-1,-1,29.374622526433654,88,98,141.96516237744933,150.9698869409014,9.004724563452072,True,21,11,89.789
200,127,150,40,6,ZGSA,0.7499999999999942,66,67,133,0.4965321616221914,88,86,141.96516237744933,142.274081872857,0.3089194954076788,True,21,21,89.789
200,127,150,40,3,GSA,0.75,65,-1,-1,14.130290479246149,86,94,141.94294300194122,131.51269088568029,10.430252116260931,True,21,14,103.711
200,127,150,40,3,TGSA,0.75,65,-1,-1,29.374622526435047,86,98,141.94294300194122,150.9698869409014,9.026943938960187,True,21,11,103.711
200,127,150,40,3,ZGSA,0.75,65,67,133,0.6855383309604335,86,86,141.94294300194122,142.2740818728546,0.331138870913378,True,21,21,103.711
200,127,150,40,1,GSA,0.7499999999999946,68,-1,-1,14.627088366443147,85,94,143.08000694674973,132.31567569503667,10.76433125171306,True,21,14,110.956
200,127,150,40,1,TGSA,0.7499999999999946,68,-1,-1,29.374622526433654,85,98,143.08000694674973,150.96988694090152,7.889879994151784,True,21,11,110.956
200,127,150,40,1,ZGSA,0.7499999999999946,68,68,132,0.35898146301508405,85,86,143.08000694674973,143.10639519531986,0.02638824857012878,True,21,21,110.956
200,127,150,40,4,GSA,0.7499999999999961,65,-1,-1,14.349561802556352,87,94,142.37581544465232,131.8675998306881,10.508215613964211,True,21,14,106.665
200,127,150,40,4,TGSA,0.7499999999999961,65,-1,-1,29.374622526434138,87,98,142.37581544465232,150.96988694090106,8.594071496248745,True,21,11,106.665
200,127,150,40,4,ZGSA,0.7499999999999961,65,68,127,0.8977419147773134,87,86,142.37581544465232,143.05533770346267,0.6795222588103513,True,21,21,106.665
200,127,150,40,7,GSA,0.7500000000000072,67,-1,-1,14.160306725222824,87,94,142.06863532691204,131.56127468602068,10.507360640891363,True,21,14,97.275
200,127,150,40,7,TGSA,0.7500000000000072,67,-1,-1,29.374622526436667,87,98,142.06863532691204,150.9698869409009,8.901251613988848,True,21,11,97.275
200,127,150,40,7,ZGSA,0.7500000000000072,67,67,133,0.8019697463135032,87,86,142.06863532691204,142.27408187285107,0.20544654593902578,True,21,21,97.275
200,127,150,40,5,GSA,0.7500000000000047,68,-1,-1,14.419716753941167,87,94,142.5720660338834,131.98115147714404,10.590914556739364,True,21,14,117.399
200,127,150,40,5,TGSA,0.7500000000000047,68,-1,-1,29.374622526436035,87,98,142.5720660338834,150.96988694090106,8.39782090701766,True,21,11,117.399
200,127,150,40,5,ZGSA,0.7500000000000047,68,68,129,0.5311672071398448,87,86,142.5720660338834,143.08599315239962,0.5139271185162215,True,21,21,117.399
200,127,100,40,2,GSA,0.49999999992955013,12,-1,-1,3.0148840604297824,97,96,178.80284198816975,175.8920695827239,2.91077240544584,True,11,10,186.496
200,127,100,40,2,TGSA,0.49999999992955013,12,-1,-1,28.14942056904745,97,98,178.80284198816975,150.9698869409015,27.832955047268257,True,11,11,186.496
200,127,100,40,2,ZGSA,0.49999999992955013,12,18,164,3.992580808487162,97,96,178.80284198816975,175.86782605139496,2.9350159367747892,True,11,11,186.496
200,127,150,40,8,GSA,0.7499999999999851,67,-1,-1,14.23187416785565,86,94,142.61255614151378,131.67711256750812,10.93544357400566,True,21,14,109.541
200,127,150,40,8,TGSA,0.7499999999999851,67,-1,-1,29.37462252643156,86,98,142.61255614151378,150.9698869409014,8.357330799387626,True,21,11,109.541
200,127,150,40,8,ZGSA,0.7499999999999851,67,67,133,0.5783344961856614,86,86,142.61255614151378,142.27408187286096,0.33847426865281705,True,21,21,109.541
200,127,100,40,4,GSA,0.5000000000412098,13,-1,-1,2.9699671882233147,96,96,178.39240919531974,175.4349698492579,2.9574393460618467,True,11,10,192.875
200,127,100,40,4,TGSA,0.5000000000412098,13,-1,-1,27.472635911639742,96,98,178.39240919531974,150.96988694090095,27.422522254418794,True,11,11,192.875
200,127,100,40,4,ZGSA,0.5000000000412098,13,18,165,3.8280487359524002,96,96,178.39240919531974,175.9877724332305,2.4046367620892397,True,11,11,192.875
200,127,150,40,9,GSA,0.7499999999999497,65,-1,-1,14.152512814400808,85,94,142.51570345684115,131.5486595891809,10.967043867660266,True,21,14,103.911
200,127,150,40,9,TGSA,0.7499999999999497,65,-1,-1,29.374622526423117,85,98,142.51570345684115,150.96988694090123,8.454183484060081,True,21,11,103.911
200,127,150,40,9,ZGSA,0.7499999999999497,65,67,133,0.37890587149262345,85,86,142.51570345684115,142.274081872876,0.24162158396515565,True,21,21,103.911
200,127,100,40,0,GSA,0.5000000000761713,12,-1,-1,2.8670795623915737,96,96,178.1050355824542,175.2379560217717,2.867079560682498,True,11,10,221.622
200,127,100,40,0,TGSA,0.5000000000761713,12,-1,-1,27.219806179435224,96,98,178.1050355824542,150.96988694090157,27.135148641552632,True,11,11,221.622
200,127,100,40,0,ZGSA,0.5000000000761713,12,19,163,3.2473496328413773,96,96,178.1050355824542,177.19598238689665,0.9090531955575614,True,11,11,221.622
200,127,100,40,1,GSA,0.5000000000022747,12,-1,-1,2.9328205231611335,97,96,178.25880361690287,175.5288947607831,2.7299088561197777,True,11,10,222.837
200,127,100,40,1,TGSA,0.5000000000022747,12,-1,-1,27.437895180452145,97,98,178.25880361690287,150.9698869409008,27.28891667600206,True,11,11,222.837
200,127,100,40,1,ZGSA,0.5000000000022747,12,20,161,3.8033614546009034,97,96,178.25880361690287,178.40412189215252,0.14531827524965024,True,11,11,222.837
200,127,100,40,6,GSA,0.4999999999878538,11,-1,-1,2.8231156255307823,96,96,177.9996772409037,175.42650220928508,2.573175031618632,True,11,10,214.364
200,127,100,40,6,TGSA,0.4999999999878538,11,-1,-1,27.62430737948209,96,98,177.9996772409037,150.96988694090106,27.029790300002645,True,11,11,214.364
200,127,100,40,6,ZGSA,0.4999999999878538,11,23,154,3.9842441015207797,96,96,177.9996772409037,181.87384943441762,3.874172193513914,True,11,11,214.364
200,127,100,40,8,GSA,0.49999999998668915,14,-1,-1,2.9746607328997214,94,96,178.2589678588614,175.33785828690867,2.9211095719527407,True,11,10,200.444
200,127,100,40,8,TGSA,0.49999999998668915,14,-1,-1,27.596123675646325,94,98,178.2589678588614,150.96988694090106,27.289080917960348,True,11,11,200.444
200,127,100,40,8,ZGSA,0.49999999998668915,14,22,156,3.987609817677267,94,96,178.2589678588614,180.67284049758408,2.4138726387226654,True,11,11,200.444
200,127,100,40,3,GSA,0.5000000000437572,11,-1,-1,2.9311561540534328,97,96,178.48461577153154,175.94534617611023,2.5392695954213025,True,11,10,252.429
200,127,100,40,3,TGSA,0.5000000000437572,11,-1,-1,28.1613505930369,97,98,178.48461577153154,150.9698869409013,27.514728830630247,True,11,11,252.429
200,127,100,40,3,ZGSA,0.5000000000437572,11,22,157,3.7548576336446757,97,96,178.48461577153154,180.8201786350667,2.3355628635351593,True,11,11,252.429
200,127,100,40,7,GSA,0.49999999998642747,10,-1,-1,2.7615363825866837,97,96,178.39353987764315,175.70676535860605,2.686774519037101,True,11,10,240.358
200,127,100,40,7,TGSA,0.49999999998642747,10,-1,-1,27.66390921754035,97,98,178.39353987764315,150.9698869409008,27.423652936742343,True,11,11,240.358
200,127,100,40,7,ZGSA,0.49999999998642747,10,17,166,4.177735126816977,97,96,178.39353987764315,174.66634542881806,3.727194448825088,True,11,11,240.358
200,127,100,40,5,GSA,0.5000000000000816,12,-1,-1,2.8361780035987323,96,96,177.59211829478508,175.1012002066886,2.4909180880964925,True,11,10,248.045
200,127,100,40,5,TGSA,0.5000000000000816,12,-1,-1,26.99399169685178,96,98,177.59211829478508,150.96988694090115,26.622231353883933,True,11,11,248.045
200,127,100,40,5,ZGSA,0.5000000000000816,12,17,167,3.415001388241542,96,96,177.59211829478508,174.77949453364013,2.8126237611449483,True,11,11,248.045
200,127,100,40,9,GSA,0.5000000000420189,13,-1,-1,3.064987717517596,95,96,178.98907678663844,175.97388024557335,3.0151965410650803,True,11,10,250.305
200,127,100,40,9,TGSA,0.5000000000420189,13,-1,-1,28.26715883028588,95,98,178.98907678663844,150.96988694090174,28.01918984573669,True,11,11,250.305
200,127,100,40,9,ZGSA,0.5000000000420189,13,18,165,3.267073678403065,95,96,178.98907678663844,175.9877724330009,3.001304353637522,True,11,11,250.305
200,1031,150,40,2,GSA,0.7499999999999785,41,-1,-1,8.914524338473825,92,95,160.82403865397578,153.0911688959373,7.7328697580384755,True,15,12,117.168
200,1031,150,40,2,TGSA,0.7499999999999785,41,-1,-1,16.28636442707767,92,98,160.82403865397578,150.9698869409015,9.854151713074287,True,15,11,117.168
200,1031,150,40,2,ZGSA,0.7499999999999785,41,43,152,0.9497554303210336,92,92,160.82403865397578,161.6325223958694,0.8084837418936104,True,15,15,117.168
200,1031,100,40,2,GSA,0.49999999972228926,0,-1,-1,1.6270920937625704,97,96,184.5897893936908,183.81776304703962,0.7720263466511881,True,9,9,199.249
200,1031,100,40,2,TGSA,0.49999999972228926,0,-1,-1,33.82046265176169,97,98,184.5897893936908,150.96988694090163,33.61990245278918,True,9,11,199.249
200,1031,100,40,2,ZGSA,0.49999999972228926,0,0,150,13.526247764210979,97,102,184.5897893936908,194.2813010953484,9.69151170165759,True,9,8,199.249
200,1031,100,40,0,GSA,0.5000000002526692,0,-1,-1,1.711892920429051,96,96,183.9353356058658,183.57515702066618,0.36017858519960555,True,9,9,211.85
200,1031,100,40,0,TGSA,0.5000000002526692,0,-1,-1,33.08853725693383,96,98,183.9353356058658,150.96988694090152,32.96544866496427,True,9,11,211.85
200,1031,100,40,0,ZGSA,0.5000000002526692,0,0,150,13.636279754754469,96,102,183.9353356058658,194.2813009243709,10.345965318505108,True,9,8,211.85
200,1031,150,40,4,GSA,0.7499999999989976,43,-1,-1,9.16952674662302,92,95,162.04064812089382,153.62764038645287,8.413007734440953,True,15,12,120.003
200,1031,150,40,4,TGSA,0.7499999999989976,43,-1,-1,15.629533407670934,92,98,162.04064812089382,150.96988694090163,11.07076117999219,True,15,11,120.003
200,1031,150,40,4,ZGSA,0.7499999999989976,43,43,153,0.7007956035726579,92,92,162.04064812089382,161.6567573259227,0.38389079497110856,True,15,15,120.003
200,1031,100,40,1,GSA,0.5000000000345494,0,-1,-1,1.3941783897243454,94,96,184.9761174704057,184.7978284254379,0.17828904496781206,True,9,9,218.53
200,1031,100,40,1,TGSA,0.5000000000345494,0,-1,-1,34.203863585251625,94,98,184.9761174704057,150.96988694090106,34.00623052950465,True,9,11,218.53
200,1031,100,40,1,ZGSA,0.5000000000345494,0,0,152,12.981816245909243,94,102,184.9761174704057,195.21664345067373,10.240525980268018,True,9,8,218.53
200,1031,150,40,1,GSA,0.7499999999994341,45,-1,-1,9.144934289563267,91,95,161.25955400076862,153.5767039744892,7.682850026279425,True,15,12,154.191
200,1031,150,40,1,TGSA,0.7499999999994341,45,-1,-1,15.633237069976808,91,98,161.25955400076862,150.9698869409017,10.289667059866929,True,15,11,154.191
200,1031,150,40,1,ZGSA,0.7499999999994341,45,43,152,0.5173333849794659,91,92,161.25955400076862,161.63252239614656,0.3729683953779386,True,15,15,154.191
200,1031,150,40,0,GSA,0.7499999999999524,41,-1,-1,9.187146544723248,92,95,161.43212123195786,153.6641348803564,7.767986351601479,True,15,12,156.557
200,1031,150,40,0,TGSA,0.7499999999999524,41,-1,-1,16.78178161251237,92,98,161.43212123195786,150.96988694090138,10.46223429105649,True,15,11,156.557
200,1031,150,40,0,ZGSA,0.7499999999999524,41,43,157,1.0062415383317074,92,92,161.43212123195786,161.70516856583228,0.27304733387441615,True,15,15,156.557
160,13,80,40,0,GSA,0.5000000000000745,25,-1,-1,6.893449685767312,73,75,106.64960421937563,100.71793033606434,5.931673883311291,True,16,12,79.671
160,13,80,40,0,TGSA,0.5000000000000745,25,-1,-1,12.801161501195914,73,78,106.64960421937563,99.1877042585259,7.461899960849735,True,16,12,79.671
160,13,80,40,0,ZGSA,0.5000000000000745,25,30,101,11.898951787507862,73,76,106.64960421937563,97.04203421842242,9.607570000953217,True,16,16,79.671
200,1031,100,40,3,GSA,0.49999999991761784,0,-1,-1,1.1589455410788503,98,96,183.6363798662907,183.0134272950481,0.6229525712425925,True,9,9,234.167
200,1031,100,40,3,TGSA,0.49999999991761784,0,-1,-1,32.68510346662531,98,98,183.6363798662907,150.96988694090166,32.666492925389036,True,9,11,234.167
200,1031,100,40,3,ZGSA,0.49999999991761784,0,0,149,14.410286733359527,98,102,183.6363798662907,193.79560813197898,10.159228265688284,True,9,8,234.167
160,13,80,40,2,GSA,0.4999999999999356,21,-1,-1,7.037627092163419,73,75,107.40763943707655,101.32663989644084,6.080999540635716,True,16,12,83.868
160,13,80,40,2,TGSA,0.4999999999999356,21,-1,-1,13.368029279531882,73,78,107.40763943707655,99.18770425852583,8.219935178550728,True,16,12,83.868
160,13,80,40,2,ZGSA,0.4999999999999356,21,64,32,12.955250918041507,73,79,107.40763943707655,118.34598673564042,10.938347298563869,True,16,16,83.868
160,13,80,40,1,GSA,0.500000000000044,21,-1,-1,6.992691295515726,73,75,107.55164940956979,101.22850159252368,6.323147817046106,True,16,12,91.02
160,13,80,40,1,TGSA,0.500000000000044,21,-1,-1,13.559523044630602,73,78,107.55164940956979,99.18770425852611,8.36394515104368,True,16,12,91.02
160,13,80,40,1,ZGSA,0.500000000000044,21,64,33,12.72580848967938,73,78,107.55164940956979,118.65571026861043,11.104060859040644,True,16,16,91.02
200,1031,150,40,5,GSA,0.7500000000007724,41,-1,-1,9.054510694007561,90,95,160.60354484145375,153.38941673024834,7.214128111205412,True,15,12,143.143
200,1031,150,40,5,TGSA,0.7500000000007724,41,-1,-1,15.61290968765833,90,98,160.60354484145375,150.96988694090106,9.633657900552691,True,15,11,143.143
200,1031,150,40,5,ZGSA,0.7500000000007724,41,42,158,0.6030667856948924,90,92,160.60354484145375,160.63702408153205,0.03347924007829306,True,15,15,143.143
200,1031,150,40,3,GSA,0.7499999999997127,43,-1,-1,9.053109937741198,92,95,161.45413665865368,153.38651545273922,8.067621205914463,True,15,12,151.494
200,1031,150,40,3,TGSA,0.7499999999997127,43,-1,-1,16.217883570013043,92,98,161.45413665865368,150.9698869409017,10.484249717751993,True,15,11,151.494
200,1031,150,40,3,ZGSA,0.7499999999997127,43,43,152,0.6127211889655939,92,92,161.45413665865368,161.63252239600484,0.1783857373511637,True,15,15,151.494
200,1031,150,40,6,GSA,0.7500000000004982,43,-1,-1,9.074877485367352,93,95,161.4707058501345,153.43160085490484,8.03910499522965,True,15,12,149.273
200,1031,150,40,6,TGSA,0.7500000000004982,43,-1,-1,16.435715723204893,93,98,161.4707058501345,150.96988694090126,10.500818909233232,True,15,11,149.273
200,1031,150,40,6,ZGSA,0.7500000000004982,43,43,157,0.6458520398614382,93,92,161.4707058501345,161.70516856555412,0.2344627154196246,True,15,15,149.273
160,13,120,40,1,GSA,0.75,73,-1,-1,10.512250216087352,63,73,81.57858830472884,75.12135916463356,6.457229140095279,True,29,19,30.244
160,13,120,40,1,TGSA,0.75,73,-1,-1,32.031262383591084,63,78,81.57858830472884,99.18770425852584,17.609115953797,True,29,12,30.244
160,13,120,40,1,ZGSA,0.75,73,73,85,0.6881577431443731,63,63,81.57858830472884,82.09072924734231,0.5121409426134704,True,29,29,30.244
160,13,120,40,0,GSA,0.75,73,-1,-1,10.78781264708693,63,74,81.93165234637607,75.50147929970811,6.43017304666796,True,29,19,40.293
160,13,120,40,0,TGSA,0.75,73,-1,-1,32.031262383591084,63,78,81.93165234637607,99.18770425852584,17.256051912149772,True,29,12,40.293
160,13,120,40,0,ZGSA,0.75,73,74,83,0.7613437634034881,63,62,81.93165234637607,82.55657021672772,0.624917870351652,True,29,29,40.293
160,13,120,40,3,GSA,0.7500000000000002,70,-1,-1,10.695759170804095,62,73,81.88112651797212,75.37517347409354,6.505953043878577,True,29,19,28.958
160,13,120,40,3,TGSA,0.7500000000000002,70,-1,-1,32.031262383591084,62,78,81.88112651797212,99.18770425852584,17.30657774055372,True,29,12,28.958
160,13,120,40,3,ZGSA,0.7500000000000002,70,73,87,0.6707562658309634,62,63,81.88112651797212,82.09703559526157,0.21590907728945297,True,29,29,28.958
200,1031,150,40,7,GSA,0.7500000000007535,41,-1,-1,9.176074799611186,93,95,161.60787460311252,153.6412028501468,7.966671752965709,True,15,12,155.06
200,1031,150,40,7,TGSA,0.7500000000007535,41,-1,-1,15.925655573722494,93,98,161.60787460311252,150.9698869409009,10.637987662211629,True,15,11,155.06
200,1031,150,40,7,ZGSA,0.7500000000007535,41,43,151,0.5863593178592339,93,92,161.60787460311252,161.6034146440321,0.004459959080406861,True,15,15,155.06
160,13,120,40,4,GSA,0.7500000000000002,70,-1,-1,10.432829211302604,61,73,81.9267499239541,75.01052576507573,6.916224158878379,True,29,19,31.765
160,13,120,40,4,TGSA,0.7500000000000002,70,-1,-1,32.031262383591084,61,78,81.9267499239541,99.18770425852584,17.260954334571736,True,29,12,31.765
160,13,120,40,4,ZGSA,0.7500000000000002,70,73,87,0.689870017981427,61,63,81.9267499239541,82.09703559526157,0.17028567130746808,True,29,29,31.765
160,13,120,40,2,GSA,0.75,72,-1,-1,10.60460836173791,61,73,81.79956881043938,75.2502465696581,6.5493222407812794,True,29,19,41.498
160,13,120,40,2,TGSA,0.75,72,-1,-1,32.031262383591084,61,78,81.79956881043938,99.18770425852584,17.38813544808646,True,29,12,41.498
160,13,120,40,2,ZGSA,0.75,72,73,87,0.5595927976684294,61,63,81.79956881043938,82.09703559526156,0.29746678482217703,True,29,29,41.498
160,13,120,40,6,GSA,0.75,71,-1,-1,10.773423119058137,62,74,81.9594405754819,75.48172628987723,6.4777142856046765,True,29,19,32.431
160,13,120,40,6,TGSA,0.75,71,-1,-1,32.031262383591084,62,78,81.9594405754819,99.18770425852584,17.228263683043934,True,29,12,32.431
160,13,120,40,6,ZGSA,0.75,71,74,85,0.6138595591591951,62,62,81.9594405754819,82.56758733056257,0.6081467550806678,True,29,29,32.431
200,1031,100,40,4,GSA,0.49999999975797677,0,-1,-1,1.328471265028469,96,96,183.27035707095,183.0286519653673,0.2417051055827244,True,9,9,253.387
200,1031,100,40,4,TGSA,0.49999999975797677,0,-1,-1,32.49912598470988,96,98,183.27035707095,150.96988694090163,32.30047013004838,True,9,11,253.387
